False: Rail Tanker Stamped With 'COVID-19',https://www.boomlive.in/world/coronavirus/false-rail-tanker-stamped-with-covid-19-7397,Rail freight tanker is stamped with COVID-19.,FALSE,Social Media users,,FALSE
Did COVID-19 Positive Kanika Kapoor Take A Selfie With The PM? A FactCheck,https://www.boomlive.in/fake-news/did-covid-19-positive-kanika-kapoor-take-a-selfie-with-the-pm-a-factcheck-7304,"Image shows PM Narendra Modi meeting Kanika Kapoor, while the latter was infected with COVID-19 coronavirus.",FALSE,"Twitter, Facebook",,FALSE
Dated Photo Showing Rows Of Coffins Shared As Coronavirus-Hit Italy,https://www.boomlive.in/coronavirus-outbreak/dated-photo-showing-rows-of-coffins-shared-as-coronavirus-hit-italy-7306,Image shows dead bodies of COVID-19 patients in Italy,FALSE,Facebook,,FALSE
"FAKE ALERT: No, this woman is not Canadian PM Justin Trudeau's wife",https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-no-this-woman-is-not-canadian-pm-justin-trudeaus-wife/articleshow/74742995.cms,Justin Trudeau's wife Sophie Trudeau films herself from ICU after testing positive for Covid-19,FALSE,Social media users,,FALSE
Video of COVID-19 patient from London shared as Surat woman who recently tested postive,https://www.altnews.in/video-of-covid-19-patient-from-london-shared-as-surat-woman-who-recently-tested-postive/,Video of an emotional appeal by the COVID-19 patient in Surat who had returned from London,FALSE,social media users,,FALSE
Was the medicine found for the coronavirus in Ghana? - teyit.org,https://teyit.org/en/was-the-medicine-found-for-the-coronavirus-in-ghana/,CLAIM: The medicine for the treatment of the new coronavirus (Covid-19) was found in Ghana.,Teyit.False,İhlas Haber Ajansı,,FALSE
Did Coronavirus Vaccine Story Run Same Day as Reports of Kobe's Death?,https://www.snopes.com/fact-check/coronavirus-cure-bryant/,USA Today published a front-page article about the development of a COVID-19 vaccine the same day Kobe Bryant's death was reported.,Snopes.True,,,TRUE
No Evidence to Back COVID-19 Ibuprofen Concerns,https://www.factcheck.org/2020/03/no-evidence-to-back-covid-19-ibuprofen-concerns/,"“Information from Vienna’s laboratory studying COVID-19 say vast majority of people who died had ibuprofen/Advil in their system so do not take it!!""",FactCheck.False,Social media,,FALSE
UNHCR condemns fake notice which claimed refugees in Malaysia are resisting COVID-19 tests,https://factcheck.afp.com/unhcr-condemns-fake-notice-which-claimed-refugees-malaysia-are-resisting-covid-19-tests,UNHCR says refugees in Malaysia are resisting COVID-19 tests,FALSE,Multiple sources,,FALSE
This photo does not show the pilot who tested positive after visiting a cricket game in Sri Lanka,https://factcheck.afp.com/photo-does-not-show-pilot-who-tested-positive-after-visiting-cricket-game-sri-lanka,Picture shows Sri Lankan pilot tested positive for COVID-19,Misleading,Multiple sources,,FALSE
Did Nostradamus Predict the COVID-19 Pandemic?,https://www.snopes.com/fact-check/nostradamus-covid-19/,A meme replicates a Nostradamus prophecy foretelling the 2020 COVID-19 coronavirus disease pandemic.,Snopes.False,,,FALSE
Another false claim of robbers posing as COVID-19 testers,https://www.politifact.com/factchecks/2020/mar/30/facebook-posts/another-false-claim-robbers-posing-covid-19-tester/,"Says imposters in hazmat suits are going door to door in Stockton, Calif., saying they are checking residents for fever or COVID-19, but they “will enter your home and physically attempt robbery.”",FALSE,Facebook posts,,FALSE
"Novel coronavirus could live up to 3 days, depending on the surface",https://www.politifact.com/factchecks/2020/mar/20/facebook-posts/covid-19-could-live-3-days-depending-surface/,"2019 coronavirus can live for ""up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”",Mostly True,Facebook posts,,TRUE
The Indian government said there is no free mask scheme in place -- the claim was published on a fraudulent website,https://factcheck.afp.com/indian-government-said-there-no-free-mask-scheme-place-claim-was-published-fraudulent-website,Indian government distributing free face masks during COVID-19 pandemic,FALSE,Mutliple Sources,,FALSE
This video was made by a UK public hospital trust in 2010 about infections in hospitals,https://factcheck.afp.com/video-was-made-uk-public-hospital-trust-2010-about-infections-hospitals,Candian health authority issues video on COVID-19 transmission,FALSE,Multiple sources,,FALSE
View article,https://factcheck.afp.com/no-evidence-drinking-tea-can-cure-or-relieve-symptoms-covid-19-doctors-say,Tea can cure or alleviate novel coronavirus (COVID-19) infection,FALSE,Multiple sources,,FALSE
Fact Check: Can Houseflies Spread COVID-19?,https://thelogicalindian.com/fact-check/houseflies-covid-19-coronavirus-amitabh-bachchan-20372,Novel coronavirus can be transmitted by houseflies.,Misleading,Amitabh Bachchan,,FALSE
No medicine will be sprayed in the air to kill coronavirus; fake message viral,https://www.altnews.in/no-medicine-will-be-sprayed-in-the-air-to-kill-coronavirus-fake-message-viral/,Government to spray medicine at night after 10 PM to kill the COVID-19,FALSE,social media users,,FALSE
List of symptoms and how to prevent the new coronavirus contains inaccuracies,https://fullfact.org/online/coronavirus-claims-symptoms-prevention-viral/,"If you have a runny nose and sputum, you have a common cold, not Covid-19.","These are the symptoms for the common cold, but they don’t rule out Covid-19.",Facebook user,,FALSE
Image of coffins not of COVID-19 fatalities in Italy,https://www.factrakers.org/post/image-of-coffins-not-of-covid-19-fatalities-in-italy,Photo shows coffins of COVID-19 fatalities in Italy,Misleading: The photo was taken in 2013 of coffins of African asylum seekers,Infografix,,FALSE
Viral posts sharing symptoms and treatments for Covid-19 contain false information,https://fullfact.org/online/viral-posts-sharing-symptoms-and-treatments-covid-19-contain-false-information/,"Covid-19 starts with a sore throat lasting 3-4 days. It then blends into a nasal fluid that enters the trachea and the lungs, causing pneumonia, which takes about 5 or 6 days. With pneumonia comes high fever and difficulty breathing. The nasal congestion makes you feel like you’...","This is a roughly accurate description of the most common symptoms, although not everyone with Covid-19 gets pneumonia. The symptoms may not come in this order or at these times. There have been no reports of sufferers experiencing nasal congestion that makes them feel they are drowning.",,,TRUE
View article,https://factcheck.afp.com/singapores-ministry-health-says-it-did-not-issue-guidelines-first-symptoms-covid-19,This is an advisory issued by Singapore’s Ministry of Health about the first symptoms of novel coronavirus or COVID-19,FALSE,Multiple Posts,,FALSE
"Hot air from saunas, hair dryers won’t prevent or treat COVID-19",https://factcheck.afp.com/hot-air-saunas-hair-dryers-wont-prevent-or-treat-covid-19,Breathing hot air from a hair dryer or in a sauna can prevent or cure COVID-19,FALSE,Multiple sources,,FALSE
Video of 2019 protest in Azerbaijan shared as Spanish police ...,https://www.altnews.in/video-of-2019-protest-in-azerbaijani-shared-as-spanish-police-excess-during-covid-19-lockdown/,How lockdown is executed in Spain or the USA,FALSE,Social Media,,FALSE
View article,https://fullfact.org/online/good-news-coronavirus/,Three Maryland coronavirus patients fully recovered and are able to return to everyday life.,"Correct. On 13 March 2020, Montgomery County, Maryland confirmed that three residents who previously had the virus no longer tested positive.",facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,The number of new cases in South Korea is declining.,"This was correct when the viral post began to appear. Reported new cases declined from their peak in late February, and have been roughly level since mid-March",facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,Apple has reopened all 42 China stores.,"Correct. On 13 March 2020, Apple announced that it had reopened all 42 stores in mainland China after a closure of almost six weeks.",Facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,"Doctors in India have been successful in treating coronavirus with a combination of drugs (Lopinavir, Retonovir, Oseltamivir along with Chlorphenamine) and are going to suggest the same medicine globally.","India’s ministry of health has advised that the anti-HIV drugs, Lopinavir and Retonovir, are used in some groups of Covid-19 patients. But it is unclear how successful this treatment has been. The other two drugs from the claim are not mentioned in their guidance.",Facebook user,,unverified
View article,https://fullfact.org/online/good-news-coronavirus/,Researchers at the Erasmus Medical Center claim to have found an antibody against coronavirus.,"Researchers in the Netherlands have released research, which has not yet been peer-reviewed, on an antibody against the new coronavirus.",Facebook user,,unverified
View article,https://fullfact.org/online/good-news-coronavirus/,China has closed down its last coronavirus hospital. Not enough new cases to support them.,This is correct. The last hospitals closed at the start of March 2020.,Facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,"A 103 year-old Chinese grandmother has made a full recovery from Covid-19 after being treated for 6 days in Wuhan, China",This has been widely reported in the media.,Facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,"Italy is hit hard, experts say, only because they have the oldest population in Europe.","Whilst it is true that an older population has contributed to a high number of deaths in Italy, it may not be the sole reason.",facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,Scientists in Israel are likely to announce the development of a coronavirus vaccine.,"Scientists in Israel and elsewhere are working on developing a vaccination to prevent the spread of the new coronavirus, but it won’t be ready for the public for over a year.",facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,"Tulsa County's first positive Covid-19 case has recovered. This individual has had two negative tests, which is the indicator of recovery.","Correct, this patient has recovered according to official Tulsa County sources. Two negative tests is one of three official indicators of recovery among people with Covid-19 (who showed symptoms).",,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,The number of new cases in South Korea is declining.,"This was correct when the viral post began to appear. Reported new cases declined from their peak in late February, and have been roughly level since mid-March",facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,Apple has reopened all 42 China stores.,"Correct. On 13 March 2020, Apple announced that it had reopened all 42 stores in mainland China after a closure of almost six weeks.",Facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,Three Maryland coronavirus patients fully recovered and are able to return to everyday life.,"Correct. On 13 March 2020, Montgomery County, Maryland confirmed that three residents who previously had the virus no longer tested positive.",facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,Plasma from newly recovered patients from Covid -19 can treat others infected by Covid-19.,"This is being used as a treatment in some countries, but clinical trials have not yet proved that this is effective.",Facebook user,,unverified
View article,https://fullfact.org/online/good-news-coronavirus/,A network of Canadian scientists are making excellent progress in Covid-19 research.,At least one group of Canadian scientists has recently announced some progress in understanding Covid-19.,facebook user,,TRUE
View article,https://fullfact.org/online/good-news-coronavirus/,"Cleveland Clinic developed a Covid-19 test that gives results in hours, not days.","This is incorrect. The clinic announced that it is able to speed up Covid-19 testing after developing the ability to test on-site, but it had not developed a new test.",Facebook user,,FALSE
View article,https://fullfact.org/online/good-news-coronavirus/,A San Diego biotech company is developing a Covid-19 vaccine in collaboration with Duke University and National University of Singapore.,"This is correct. The company, Arcturus Therapeutics, announced on 4 March 2020 that it would be working on a vaccine with DukeNUS Medical School in Singapore.",facebook user,,TRUE
Coronavirus: Notification On Movement Restrictions Is Not From India,https://www.boomlive.in/fake-news/coronavirus-notification-on-movement-restrictions-is-not-from-india-7280,Press Release By PMO India On Restriction Of Movement Due To COVID-19 Outbreak,FALSE,Social Media,,FALSE
Conspiracy theory falsely connects George Soros to COVID-19,https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/conspiracy-theory-falsely-connects-george-soros-co/,"""George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.""",FALSE,Facebook posts,,FALSE
The Philippine Department of Health says it did not issue this advisory,https://factcheck.afp.com/philippine-department-health-says-it-did-not-issue-advisory,Genuine Philippine Department of Health advisory states clinics will turn away people showing COVID-19 symptoms,FALSE,Multiple sources,,FALSE
No truth to report about robbers posing as coronavirus testers,https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/no-truth-report-about-robbers-posing-coronavirus-t/,“People are going door to door in Colorado Springs stating they are COVID testing so they can rob people!!!!”,FALSE,Facebook posts,,FALSE
These photos show India’s annual cow dung festival in October 2019 -- weeks before the coronavirus outbreak,https://factcheck.afp.com/these-photos-show-indias-annual-cow-dung-festival-october-2019-weeks-coronavirus-outbreak,Photos show people in India bathing in cow dung to prevent COVID-19 infection,FALSE,Multiple Sources,,FALSE
Conspiracy theory falsely connects George Soros to COVID-19,https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/conspiracy-theory-falsely-connects-george-soros-co/,"""George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.""",FALSE,Facebook posts,,FALSE
These photos show India’s annual cow dung festival in October 2019 -- weeks before the coronavirus outbreak,https://factcheck.afp.com/these-photos-show-indias-annual-cow-dung-festival-october-2019-weeks-coronavirus-outbreak,Photos show people in India bathing in cow dung to prevent COVID-19 infection,FALSE,Multiple Sources,,FALSE
"Manufacturers say 'free baby formula' offer is a hoax, after coronavirus sparks panic buying",https://factcheck.afp.com/manufacturers-say-free-baby-formula-offer-hoax-after-coronavirus-sparks-panic-buying,You can call the phone number on the back of a baby formula product to receive a free case during COVID-19 pandemic,FALSE,Multiple sources,,FALSE
COVID-19: Video Of Patient Gasping For Breath Falsely Linked To ...,https://www.boomlive.in/fake-news/covid-19-video-of-patient-gasping-for-breath-falsely-linked-to-india-7439,Video shows COVID-19 patient struggling to breathe at a hospital in India,FALSE,Social media,,FALSE
The message that 'BBMP will be spraying medicine in the air after 10 PM tonight to kill COVID-19' is fake,https://factly.in/the-message-that-bbmp-will-be-spraying-medicine-in-the-air-after-10-pm-tonight-to-kill-covid-19-is-fake/,BBMP (Bruhat Bengaluru Mahanagara Palike) will be spraying medicine in the air after 10 PM tonight in order to kill COVID-19,FALSE,SOCIAL MEDIA POST,,FALSE
'Russophobic': Kremlin Denies Evidence of Russian COVID-19 Disinformation Campaign,https://www.polygraph.info/a/kremlin-blames-russophobia-for-report-on-russian-coronavirus-disinfo/30498024.html,"“It is about some groundless accusations. In fact, this Russophobic obsession could be expected to fade under the current situation, but it doesn’t seem to be fading,""",POLYGRAPH.False,Dmitry Peskov,,FALSE
"The press release on movement restriction for COVID-19 outbreak was issued by PMO-Malaysia, not PMO-India",https://factly.in/the-press-release-on-movement-restriction-for-covid-19-outbreak-was-issued-by-pmo-malaysia-not-pmo-india/,"Press Release on movement restriction for COVID-19 outbreak by National Security Council, PMO (India)",FALSE,SOCIAL MEDIA POST,,FALSE
"There’s limited data on how many Covid-19 tests are being done globally, but the UK doesn’t rank third in the world",https://fullfact.org/health/coronavirus-testing-numbers-UK/,UK is testing more people for Covid-19 than any country other than China and Italy.,"This is incorrect. As at 13 March, the latest data available when this claim was made, the UK ranked fifth (behind China, South Korea, Italy and Russia) for the number of Covid-19 tests carried out. These statistics only included the 38 countries and regions with official data on Covid-19 tests at that time.",BBC Today programme,,FALSE
Headline on discovery of COVID-19 drug false; story needs context,https://www.factrakers.org/post/headline-on-discovery-of-covid-19-drug-false-story-needs-context,Headline claims Japan 'finally' produces drug vs COVID-19,False: Drug developed in 2014 for flu,Netizen Express,,FALSE
Was the message about the new coronavirus published by UNICEF?,https://teyit.org/en/was-the-message-about-the-new-coronavirus-published-by-unicef/,CLAIM: The informative message about the Covid-19 on social media belongs to UNICEF.,Teyit.False,Sosyal Medya,,FALSE
Did President Trump Say 'People Are Dying Today That Have Never Died Before'?,https://www.snopes.com/fact-check/trump-quote-never-died-before/,"Referring to the ongoing COVID-19 pandemic, U.S. President Donald Trump said, ""People are dying today that have never died before.""",Snopes.False,,,FALSE
Is This Timeline of Trump's Coronavirus Responses Accurate?,https://www.snopes.com/fact-check/timeline-trump-covid19-responses/,A list documents U.S. President Donald Trump's various statements about the spread of COVID-19 coronavirus disease.,Snopes.Mostly True,,,TRUE
Australian News Report Edited To Show Bananas Defend Against COVID-19,https://www.boomlive.in/world/coronavirus/australian-news-report-edited-to-show-bananas-defend-against-covid-19-7266,"According to University of Queensland (Australia) scientists, bananas are an effective defence against the COVID-19.",FALSE,"Social Media users in the Phillipines, Philippine Presidential spokesperson Salvador Panelo",,FALSE
This video has been doctored -- scientists have not found bananas prevent coronavirus infection,https://factcheck.afp.com/video-has-been-doctored-scientists-have-not-found-bananas-prevent-coronavirus-infection,Genuine news report says Australian scientists found bananas prevent COVID-19,FALSE,Multiple sources,,FALSE
Vegan Instagram accounts spread misinformation about COVID-19,https://www.politifact.com/factchecks/2020/mar/18/instagram-posts/vegan-instagram-accounts-spread-misinformation-abo/,"""COVID-19 started because we eat animals.""",Mostly False,Instagram posts,,FALSE
Numbers on COVID-19 and H1N1 don't prove current outbreak response is 'hysteria',https://www.politifact.com/factchecks/2020/mar/18/viral-image/numbers-suggesting-h1n1-worse-covid-19-are-mislead/,"“President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.”",Mostly False,Viral image,,FALSE
"No, Americans aren't getting $700 weekly checks starting March 17 because of coronavirus",https://www.politifact.com/factchecks/2020/mar/18/facebook-posts/no-americans-arent-getting-700-weekly-checks-start/,"“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”",FALSE,Facebook posts,,FALSE
Was the message about the new coronavirus published by UNICEF?,https://teyit.org/en/was-the-message-about-the-new-coronavirus-published-by-unicef/,CLAIM: The informative message about the Covid-19 on social media belongs to UNICEF.,Teyit.False,Sosyal Medya,,FALSE
Did President Trump Say 'People Are Dying Today That Have Never Died Before'?,https://www.snopes.com/fact-check/trump-quote-never-died-before/,"Referring to the ongoing COVID-19 pandemic, U.S. President Donald Trump said, ""People are dying today that have never died before.""",Snopes.False,,,FALSE
Is This Timeline of Trump's Coronavirus Responses Accurate?,https://www.snopes.com/fact-check/timeline-trump-covid19-responses/,A list documents U.S. President Donald Trump's various statements about the spread of COVID-19 coronavirus disease.,Snopes.Mostly True,,,TRUE
Australian News Report Edited To Show Bananas Defend Against COVID-19,https://www.boomlive.in/world/coronavirus/australian-news-report-edited-to-show-bananas-defend-against-covid-19-7266,"According to University of Queensland (Australia) scientists, bananas are an effective defence against the COVID-19.",FALSE,"Social Media users in the Phillipines, Philippine Presidential spokesperson Salvador Panelo",,FALSE
This video has been doctored -- scientists have not found bananas prevent coronavirus infection,https://factcheck.afp.com/video-has-been-doctored-scientists-have-not-found-bananas-prevent-coronavirus-infection,Genuine news report says Australian scientists found bananas prevent COVID-19,FALSE,Multiple sources,,FALSE
"No, Americans aren't getting $700 weekly checks starting March 17 because of coronavirus",https://www.politifact.com/factchecks/2020/mar/18/facebook-posts/no-americans-arent-getting-700-weekly-checks-start/,"“All US citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting from March 17.”",FALSE,Facebook posts,,FALSE
Numbers on COVID-19 and H1N1 don't prove current outbreak response is 'hysteria',https://www.politifact.com/factchecks/2020/mar/18/viral-image/numbers-suggesting-h1n1-worse-covid-19-are-mislead/,"“President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.”",Mostly False,Viral image,,FALSE
Vegan Instagram accounts spread misinformation about COVID-19,https://www.politifact.com/factchecks/2020/mar/18/instagram-posts/vegan-instagram-accounts-spread-misinformation-abo/,"""COVID-19 started because we eat animals.""",Mostly False,Instagram posts,,FALSE
Viral Posts Falsely Align Viruses to Election Years,https://www.factcheck.org/2020/03/viral-posts-falsely-align-viruses-to-election-years/,"COVID-19 is no worse than other outbreaks that have occurred in “every election year.""",FactCheck.False,Facebook posts,,FALSE
Hoax claim circulates online that Israel has no COVID-19 cases after it developed a 'cure',https://factcheck.afp.com/hoax-claim-circulates-online-israel-has-no-covid-19-cases-after-it-developed-cure,"Israel has no confirmed cases of the novel coronavirus, COVID-19",FALSE,Multiple sources,,FALSE
COVID-19 drinking water advice dry on evidence,https://www.aap.com.au/covid-19-drinking-water-advice-dry-on-evidence/,"A Facebook post from March 10, 2020 claims that drinking water regularly will kill COVID-19.",False - The primary claims of the content are factually inaccurate.,A Facebook user,,FALSE
eNCA incorrectly reports that Zimbabwe has a confirmed COVID-19 case,https://zimfact.org/zimbabwe-coronavirus-test/,Zimbabwe reported its first positive COVID-19 test on March 16.,"The claim is false. As of March 17, Zimbabwe still had no confirmed case of coronavirus.",Shahan Ramkissoon,,FALSE
Fake News Site Invents Story About COVID-19 Patient Zero Having ...,https://www.boomlive.in/fake-news/fake-news-site-invents-story-about-covid-19-patient-zero-having-sex-with-bats-7407,Coronavirus patient zero had sex with bats,FALSE,World News Daily Report,,FALSE
Did US 'Refuse' COVID-19 Testing Kits from the World Health Organization?,https://www.snopes.com/fact-check/us-coronavirus-test/,"The United States ""refused"" COVID-19 diagnostic tests offered by the World Health Organization.",Snopes.Mixture,,,FALSE
Is Amazon Suspending All Deliveries Except Medical Supplies?,https://www.snopes.com/fact-check/amazon-suspending-deliveries-covid/,Amazon announced that it was suspending all deliveries except for medical supplies during the COVID-19 pandemic.,Snopes.Mostly False,,,FALSE
"No, Korean drama 'My Secret, Terrius' did not 'predict' COVID-19",https://www.altnews.in/no-korean-drama-my-secret-terrius-did-not-predict-covid-19/,"Korean drama 'My Secret, Terrius' predicted coronavirus outbreak",FALSE,Social media and mainstream media,,FALSE
Fact Check: Don't believe this home remedy to cure Covid-19,https://www.indiatoday.in/fact-check/story/do-not-believe-this-home-remedy-cure-covid-19-1660728-2020-03-28,Inhaling the steam of sea salt and orange peelings can prevent coronavirus infection.,Mostly false,Linwood Waller and other Facebook users,,FALSE
Video Of Mock Drill On COVID-19 Preparedness In Punjab Viral As Real,https://www.boomlive.in/fake-news/video-of-mock-drill-on-covid-19-preparedness-in-punjab-viral-as-real-7254,Video shows policemen arrested patients of COVID-19 in Punjab,FALSE,Social media,,FALSE
Are These Vegan Foods Left Unsold During the COVID-19 Pandemic?,https://www.snopes.com/fact-check/vegan-food-unsold/,A photograph shows store shelves stripped of all foodstuffs except for vegan products during the COVID-19 pandemic.,Snopes.Miscaptioned,Multiple Sources,,FALSE
